2023-03-08 05:34:10.003Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 05:47:05.723Z | Kill                | Class change   | SpectaKoo (76561198170133703@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Cole (76561198069178724@steam) playing as: SCP-173. Specific death reason: Died to SCP (Cole, Scp173).
2023-03-08 05:47:26.936Z | Game Event          | Class change   | Player SpectaKoo (76561198170133703@steam) respawned as ChaosRepressor.
2023-03-08 05:47:26.939Z | Game Event          | Class change   | Player [FERNO] (76561198040779291@steam) respawned as ChaosRifleman.
2023-03-08 05:47:26.941Z | Game Event          | Class change   | Player Cake_ (76561198059487799@steam) respawned as ChaosRifleman.
2023-03-08 05:47:26.943Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as ChaosRifleman.
2023-03-08 05:47:26.943Z | Game Event          | Class change   | RespawnManager has successfully spawned 4 players as ChaosInsurgency!
2023-03-08 05:48:34.620Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Chaos Insurgency Rifleman, has been killed by Cole (76561198069178724@steam) playing as: SCP-173. Specific death reason: Died to SCP (Cole, Scp173).
2023-03-08 05:48:43.995Z | Kill                | Class change   | Cake_ (76561198059487799@steam), playing as Chaos Insurgency Rifleman, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (I AM STRANGLO) with Claw..
2023-03-08 05:48:47.093Z | Kill                | Class change   | [FERNO] (76561198040779291@steam), playing as Chaos Insurgency Rifleman, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (I AM STRANGLO) with Claw..
2023-03-08 05:49:00.148Z | Kill                | Class change   | SpectaKoo (76561198170133703@steam), playing as Chaos Insurgency Marauder, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (I AM STRANGLO) with Claw..
2023-03-08 05:51:29.821Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as NtfCaptain.
2023-03-08 05:51:29.824Z | Game Event          | Class change   | Player Cake_ (76561198059487799@steam) respawned as NtfSergeant.
2023-03-08 05:51:29.827Z | Game Event          | Class change   | Player [FERNO] (76561198040779291@steam) respawned as NtfSergeant.
2023-03-08 05:51:29.829Z | Game Event          | Class change   | Player SpectaKoo (76561198170133703@steam) respawned as NtfSergeant.
2023-03-08 05:51:29.830Z | Game Event          | Class change   | RespawnManager has successfully spawned 4 players as NineTailedFox!
2023-03-08 05:51:49.127Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Chaos Insurgency Rifleman, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (I AM STRANGLO) with LungeTarget..
2023-03-08 05:52:16.537Z | Kill                | Class change   | Cake_ (76561198059487799@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Cole (76561198069178724@steam) playing as: SCP-173. Specific death reason: Died to SCP (Cole, Scp173).
2023-03-08 05:52:38.310Z | Teamkill            | Class change   | Del Roo (76561198059412587@steam), playing as Nine-Tailed Fox Captain, has been teamkilled by ZorroStep (76561198849112755@steam) playing as: Nine-Tailed Fox Private. Specific death reason: Shot by ZorroStep with GunCrossvec to the 'Body' hitbox..
2023-03-08 05:52:40.020Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as Nine-Tailed Fox Private, has been killed by Cole (76561198069178724@steam) playing as: SCP-173. Specific death reason: Died to SCP (Cole, Scp173).
2023-03-08 05:53:07.682Z | Kill                | Class change   | SpectaKoo (76561198170133703@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Cole (76561198069178724@steam) playing as: SCP-173. Specific death reason: Died to SCP (Cole, Scp173).
2023-03-08 05:53:16.024Z | Kill                | Class change   | [FERNO] (76561198040779291@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Cole (76561198069178724@steam) playing as: SCP-173. Specific death reason: Died to SCP (Cole, Scp173).
2023-03-08 05:53:37.460Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Nine-Tailed Fox Specialist, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (I AM STRANGLO) with LungeTarget..
2023-03-08 05:53:39.800Z | Game Event          | Logger         | Round finished! Anomalies: 2 | Chaos: 0 | Facility Forces: 0 | D escaped percentage: 0 | S escaped percentage: : 0
2023-03-08 05:53:52.013Z | Connection update   | Networking     | ZorroStep 76561198849112755@steam disconnected from IP address 68.226.199.208. Last class: Spectator (Spectator)
2023-03-08 05:53:52.023Z | Connection update   | Networking     | Cake_ 76561198059487799@steam disconnected from IP address 76.144.31.151. Last class: Spectator (Spectator)
2023-03-08 05:53:52.055Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: Spectator (Spectator)
2023-03-08 05:53:52.060Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: Spectator (Spectator)
2023-03-08 05:53:52.066Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: Scp939 (SCP-939)
2023-03-08 05:53:52.083Z | Connection update   | Networking     | [FERNO] 76561198040779291@steam disconnected from IP address 185.216.201.36. Last class: Spectator (Spectator)
2023-03-08 05:53:52.099Z | Connection update   | Networking     | SpectaKoo 76561198170133703@steam disconnected from IP address 134.114.223.254. Last class: Spectator (Spectator)
2023-03-08 05:53:52.244Z | Connection update   | Networking     | Del Roo 76561198059412587@steam disconnected from IP address 174.80.111.156. Last class: Spectator (Spectator)
2023-03-08 05:53:52.247Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: Scp173 (SCP-173)
