2023-03-08 08:34:48.718Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 08:44:40.392Z | Game Event          | Warhead        | [FERNO] (76561198040779291@steam) started the Alpha Warhead detonation.
2023-03-08 08:44:40.559Z | Game Event          | Warhead        | [FERNO] (76561198040779291@steam) started the Alpha Warhead detonation.
2023-03-08 08:44:42.098Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Nine-Tailed Fox Captain, has been killed by Cake_ (76561198059487799@steam) playing as: SCP-096. Specific death reason: Got slapped by SCP-096's right hand (Cake_)..
2023-03-08 08:44:48.472Z | Kill                | Class change   | Cole (76561198069178724@steam), playing as Nine-Tailed Fox Captain, has been killed by Cake_ (76561198059487799@steam) playing as: SCP-096. Specific death reason: Got slapped by SCP-096's right hand (Cake_)..
2023-03-08 08:46:08.518Z | Kill                | Class change   | I AM STRANGLO (76561198049007127@steam), playing as Nine-Tailed Fox Specialist, has been killed by [FERNO] (76561198040779291@steam) playing as: Class-D Personnel. Specific death reason: Shot by [FERNO] with GunFSP9 to the 'Body' hitbox..
2023-03-08 08:46:10.777Z | Kill                | Class change   | [FERNO] (76561198040779291@steam), playing as Class-D Personnel, has been killed by Cake_ (76561198059487799@steam) playing as: SCP-096. Specific death reason: Got slapped by SCP-096's right hand (Cake_)..
2023-03-08 08:46:21.402Z | Game Event          | Warhead        | Warhead detonated.
2023-03-08 08:46:21.402Z | Remote Admin        | Administrative | LCZ decontamination has been disabled by detonation of the Alpha Warhead.
2023-03-08 08:46:21.403Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as SCP-079, has died. Specific death reason: Died to alpha warhead..
2023-03-08 08:47:05.788Z | Kill                | Class change   | SpectaKoo (76561198170133703@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Cake_ (76561198059487799@steam) playing as: SCP-096. Specific death reason: Got slapped by SCP-096's right hand (Cake_)..
2023-03-08 08:47:08.976Z | Kill                | Class change   | Voidpuddle (76561198057006321@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Cake_ (76561198059487799@steam) playing as: SCP-096. Specific death reason: Stood in a line of SCP-096's charge (Cake_)..
2023-03-08 08:47:10.462Z | Game Event          | Logger         | Round finished! Anomalies: 1 | Chaos: 0 | Facility Forces: 0 | D escaped percentage: 0 | S escaped percentage: : 1
2023-03-08 08:47:16.370Z | Game Event          | Class change   | Player I AM STRANGLO (76561198049007127@steam) respawned as ChaosMarauder.
2023-03-08 08:47:16.373Z | Game Event          | Class change   | Player Cole (76561198069178724@steam) respawned as ChaosRepressor.
2023-03-08 08:47:16.375Z | Game Event          | Class change   | Player SpectaKoo (76561198170133703@steam) respawned as ChaosRifleman.
2023-03-08 08:47:16.378Z | Game Event          | Class change   | Player Voidpuddle (76561198057006321@steam) respawned as ChaosRifleman.
2023-03-08 08:47:16.380Z | Game Event          | Class change   | Player [FERNO] (76561198040779291@steam) respawned as ChaosRifleman.
2023-03-08 08:47:16.382Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as ChaosRifleman.
2023-03-08 08:47:16.385Z | Game Event          | Class change   | Player Affle (76561198027561465@steam) respawned as ChaosRifleman.
2023-03-08 08:47:16.385Z | Game Event          | Class change   | RespawnManager has successfully spawned 7 players as ChaosInsurgency!
2023-03-08 08:47:22.722Z | Connection update   | Networking     | Cake_ 76561198059487799@steam disconnected from IP address 76.144.31.151. Last class: Scp096 (SCP-096)
2023-03-08 08:47:22.726Z | Connection update   | Networking     | SpectaKoo 76561198170133703@steam disconnected from IP address 134.114.223.254. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 08:47:22.737Z | Connection update   | Networking     | Voidpuddle 76561198057006321@steam disconnected from IP address 73.66.121.218. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 08:47:22.738Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 08:47:22.754Z | Connection update   | Networking     | [FERNO] 76561198040779291@steam disconnected from IP address 185.216.201.36. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 08:47:22.754Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: ChaosRepressor (Chaos Insurgency Marauder)
2023-03-08 08:47:22.851Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 08:47:22.944Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: ChaosMarauder (Chaos Insurgency Repressor)
