2023-03-08 02:40:11.342Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 03:23:34.278Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:50528. Player ID assigned: 16. Auth token serial number: n6fMphyM0LXlbIGU
2023-03-08 03:23:34.346Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 03:24:03.220Z | Connection update   | Networking     | 76561198849112755@steam preauthenticated from endpoint 68.226.199.208:56275.
2023-03-08 03:24:38.586Z | Kill                | Class change   | Holo (76561198211651404@steam), playing as Facility Guard, has been killed by Del Roo (76561198059412587@steam) playing as: Class-D Personnel. Specific death reason: Shot by Del Roo with GunCrossvec to the 'Headshot' hitbox..
2023-03-08 03:25:16.408Z | Connection update   | Networking     | 76561198849112755@steam authenticated from endpoint 68.226.199.208:56275. Player ID assigned: 17. Auth token serial number: rlPsowgXuhmnZea3
2023-03-08 03:25:16.545Z | Connection update   | Networking     | Nickname of 76561198849112755@steam is now ZorroStep.
2023-03-08 03:25:40.357Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Facility Guard, has been killed by ripley (76561199073038986@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (ripley)..
2023-03-08 03:26:02.108Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: Spectator (Spectator)
2023-03-08 03:26:22.718Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:50910.
2023-03-08 03:26:28.212Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:50910. Player ID assigned: 18. Auth token serial number: 9AabIgV2Zu0whHHP
2023-03-08 03:26:28.265Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 03:27:17.200Z | Game Event          | Class change   | Player Affle (76561198027561465@steam) respawned as NtfCaptain.
2023-03-08 03:27:17.202Z | Game Event          | Class change   | Player ZorroStep (76561198849112755@steam) respawned as NtfSergeant.
2023-03-08 03:27:17.205Z | Game Event          | Class change   | Player Holo (76561198211651404@steam) respawned as NtfSergeant.
2023-03-08 03:27:17.207Z | Game Event          | Class change   | Player Cole (76561198069178724@steam) respawned as NtfSergeant.
2023-03-08 03:27:17.208Z | Game Event          | Class change   | RespawnManager has successfully spawned 4 players as NineTailedFox!
2023-03-08 03:28:20.625Z | Kill                | Class change   | I AM STRANGLO (76561198049007127@steam), playing as Class-D Personnel, has been killed by Asmosnos (76561198129048837@steam) playing as: SCP-049-2. Specific death reason: Terminated by an instance of SCP-049-2 (Asmosnos)..
2023-03-08 03:28:31.453Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Class-D Personnel, has been killed by ripley (76561199073038986@steam) playing as: SCP-049. Specific death reason: Died to a heart-attack forced by SCP-049 (ripley)..
2023-03-08 03:29:09.202Z | Kill                | Class change   | Cole (76561198069178724@steam), playing as Nine-Tailed Fox Sergeant, has been killed by ripley (76561199073038986@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (ripley)..
2023-03-08 03:29:15.953Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Nine-Tailed Fox Captain, has been killed by Del Roo (76561198059412587@steam) playing as: SCP-049-2. Specific death reason: Terminated by an instance of SCP-049-2 (Del Roo)..
2023-03-08 03:29:36.314Z | Teamkill            | Class change   | Holo (76561198211651404@steam), playing as Nine-Tailed Fox Sergeant, has been teamkilled by ZorroStep (76561198849112755@steam) playing as: Nine-Tailed Fox Sergeant. Specific death reason: Shot by ZorroStep with GunE11SR to the 'Body' hitbox..
2023-03-08 03:29:36.578Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as SCP-049-2, has been killed by ZorroStep (76561198849112755@steam) playing as: Nine-Tailed Fox Sergeant. Specific death reason: Shot by ZorroStep with GunE11SR to the 'Body' hitbox..
2023-03-08 03:29:43.389Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Asmosnos (76561198129048837@steam) playing as: SCP-049-2. Specific death reason: Terminated by an instance of SCP-049-2 (Asmosnos)..
2023-03-08 03:30:24.012Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as SCP-049-2, has been killed by Cake_ (76561198059487799@steam) playing as: Nine-Tailed Fox Specialist. Specific death reason: Shot by Cake_ with GunE11SR to the 'Body' hitbox..
2023-03-08 03:30:59.432Z | Game Event          | Class change   | Player I AM STRANGLO (76561198049007127@steam) respawned as NtfCaptain.
2023-03-08 03:30:59.435Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as NtfSergeant.
2023-03-08 03:30:59.438Z | Game Event          | Class change   | Player Holo (76561198211651404@steam) respawned as NtfSergeant.
2023-03-08 03:30:59.440Z | Game Event          | Class change   | Player Affle (76561198027561465@steam) respawned as NtfSergeant.
2023-03-08 03:30:59.440Z | Game Event          | Class change   | RespawnManager has successfully spawned 4 players as NineTailedFox!
2023-03-08 03:31:18.075Z | Kill                | Class change   | Cake_ (76561198059487799@steam), playing as Nine-Tailed Fox Specialist, has been killed by Cole (76561198069178724@steam) playing as: SCP-049-2. Specific death reason: Terminated by an instance of SCP-049-2 (Cole)..
2023-03-08 03:32:58.467Z | Teamkill            | Class change   | Asmosnos (76561198129048837@steam), playing as Nine-Tailed Fox Sergeant, has been teamkilled by Affle (76561198027561465@steam) playing as: Nine-Tailed Fox Sergeant. Specific death reason: Shot by Affle with GunE11SR to the 'Headshot' hitbox..
2023-03-08 03:34:05.226Z | Kill                | Class change   | Holo (76561198211651404@steam), playing as Nine-Tailed Fox Sergeant, has been killed by ripley (76561199073038986@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (ripley)..
2023-03-08 03:35:04.518Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as ChaosRifleman.
2023-03-08 03:35:04.518Z | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as ChaosInsurgency!
2023-03-08 03:35:20.174Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Holo (76561198211651404@steam) playing as: SCP-049-2. Specific death reason: Terminated by an instance of SCP-049-2 (Holo)..
2023-03-08 03:36:27.895Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Chaos Insurgency Rifleman, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: Nine-Tailed Fox Captain. Specific death reason: Shot by I AM STRANGLO with GunE11SR to the 'Body' hitbox..
2023-03-08 03:37:21.006Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as SCP-049-2, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: Nine-Tailed Fox Captain. Specific death reason: Shot by I AM STRANGLO with GunE11SR to the 'Headshot' hitbox..
2023-03-08 03:38:43.868Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as ChaosRifleman.
2023-03-08 03:38:43.872Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as ChaosRifleman.
2023-03-08 03:38:43.872Z | Game Event          | Class change   | RespawnManager has successfully spawned 2 players as ChaosInsurgency!
2023-03-08 03:38:56.560Z | Kill                | Class change   | I AM STRANGLO (76561198049007127@steam), playing as Nine-Tailed Fox Captain, has been killed by Holo (76561198211651404@steam) playing as: SCP-049-2. Specific death reason: Terminated by an instance of SCP-049-2 (Holo)..
2023-03-08 03:39:14.583Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) disabled round lock.
2023-03-08 03:39:14.794Z | Game Event          | Logger         | Round finished! Anomalies: 6 | Chaos: 2 | Facility Forces: 0 | D escaped percentage: 0 | S escaped percentage: : 1
2023-03-08 03:39:27.024Z | Connection update   | Networking     | Holo 76561198211651404@steam disconnected from IP address 162.250.131.76. Last class: Scp0492 (SCP-049-2)
2023-03-08 03:39:27.025Z | Connection update   | Networking     | ZorroStep 76561198849112755@steam disconnected from IP address 68.226.199.208. Last class: Scp0492 (SCP-049-2)
2023-03-08 03:39:27.064Z | Connection update   | Networking     | Cake_ 76561198059487799@steam disconnected from IP address 76.144.31.151. Last class: Scp0492 (SCP-049-2)
2023-03-08 03:39:27.064Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 03:39:27.155Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: Spectator (Spectator)
2023-03-08 03:39:27.156Z | Connection update   | Networking     | ripley 76561199073038986@steam disconnected from IP address 47.227.158.0. Last class: Scp049 (SCP-049)
2023-03-08 03:39:27.237Z | Connection update   | Networking     | Del Roo 76561198059412587@steam disconnected from IP address 174.80.111.156. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 03:39:27.239Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: Scp0492 (SCP-049-2)
2023-03-08 03:39:27.242Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: Scp0492 (SCP-049-2)
