2023-03-08 08:47:23.661Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 08:48:22.290Z | Game Event          | Logger         | Round has been started.
2023-03-08 08:49:03.801Z | Remote Admin        | Class change   | Cake_ (76561198059487799@steam) changed role of player Cake_ (76561198059487799@steam) to SCP-079.
2023-03-08 08:49:20.373Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Class-D Personnel, has died. Specific death reason: Unknown cause of death..
2023-03-08 08:49:20.378Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: Spectator (Spectator)
2023-03-08 08:49:27.098Z | Connection update   | Networking     | 76561198027561465@steam preauthenticated from endpoint 162.157.85.208:50701.
2023-03-08 08:49:32.965Z | Connection update   | Networking     | 76561198027561465@steam authenticated from endpoint 162.157.85.208:50701. Player ID assigned: 20. Auth token serial number: /xFe3Oi2B0jBDRXW
2023-03-08 08:49:33.028Z | Connection update   | Networking     | Nickname of 76561198027561465@steam is now Affle.
2023-03-08 08:50:17.417Z | Game Event          | Warhead        | SpectaKoo (76561198170133703@steam) set the Alpha Warhead status to True.
2023-03-08 08:53:04.008Z | Game Event          | Class change   | Player Affle (76561198027561465@steam) respawned as ChaosRifleman.
2023-03-08 08:53:04.008Z | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as ChaosInsurgency!
2023-03-08 08:53:49.146Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Chaos Insurgency Rifleman, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (I AM STRANGLO) with LungeTarget..
2023-03-08 08:54:28.718Z | Remote Admin        | Administrative | Cake_ (76561198059487799@steam) forced CI respawn next.
2023-03-08 08:54:39.504Z | Remote Admin        | Class change   | Cake_ (76561198059487799@steam) changed role of player Affle (76561198027561465@steam) to Chaos Insurgency Rifleman.
2023-03-08 08:55:12.101Z | Game Event          | Warhead        | Countdown started.
2023-03-08 08:55:12.101Z | Game Event          | Warhead        | [FERNO] (76561198040779291@steam) started the Alpha Warhead detonation.
2023-03-08 08:55:12.268Z | Game Event          | Warhead        | [FERNO] (76561198040779291@steam) started the Alpha Warhead detonation.
2023-03-08 08:56:13.864Z | Game Event          | Warhead        | Detonation cancelled.
2023-03-08 08:56:13.865Z | Game Event          | Warhead        | I AM STRANGLO (76561198049007127@steam) cancelled the Alpha Warhead detonation.
2023-03-08 08:56:14.498Z | Game Event          | Warhead        | I AM STRANGLO (76561198049007127@steam) set the Alpha Warhead status to False.
2023-03-08 08:56:49.914Z | Suicide             | Class change   | Cole (76561198069178724@steam), playing as Class-D Personnel, has commited suicide. Specific death reason: Explosion. caused by Cole.
2023-03-08 08:57:18.608Z | Game Event          | Class change   | Player Cole (76561198069178724@steam) respawned as ChaosRifleman.
2023-03-08 08:57:18.608Z | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as ChaosInsurgency!
2023-03-08 08:57:34.222Z | Kill                | Class change   | [FERNO] (76561198040779291@steam), playing as Chaos Insurgency Conscript, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (I AM STRANGLO) with Claw..
2023-03-08 08:57:45.569Z | Kill                | Class change   | SpectaKoo (76561198170133703@steam), playing as Facility Guard, has been killed by Cole (76561198069178724@steam) playing as: Chaos Insurgency Rifleman. Specific death reason: Shot by Cole with GunAK to the 'Headshot' hitbox..
2023-03-08 08:57:57.546Z | Kill                | Class change   | Voidpuddle (76561198057006321@steam), playing as Facility Guard, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (I AM STRANGLO) with Claw..
2023-03-08 08:58:55.585Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Nine-Tailed Fox Specialist, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (I AM STRANGLO) with LungeTarget..
2023-03-08 08:58:57.219Z | Game Event          | Logger         | Round finished! Anomalies: 2 | Chaos: 2 | Facility Forces: 0 | D escaped percentage: 0 | S escaped percentage: : 1
2023-03-08 08:59:09.483Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: Spectator (Spectator)
2023-03-08 08:59:09.490Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 08:59:09.492Z | Connection update   | Networking     | Cake_ 76561198059487799@steam disconnected from IP address 76.144.31.151. Last class: Scp079 (SCP-079)
2023-03-08 08:59:09.497Z | Connection update   | Networking     | SpectaKoo 76561198170133703@steam disconnected from IP address 134.114.223.254. Last class: Spectator (Spectator)
2023-03-08 08:59:09.500Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: Scp939 (SCP-939)
2023-03-08 08:59:09.620Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: ChaosRifleman (Chaos Insurgency Rifleman)
2023-03-08 08:59:09.625Z | Connection update   | Networking     | [FERNO] 76561198040779291@steam disconnected from IP address 185.216.201.36. Last class: Spectator (Spectator)
2023-03-08 08:59:09.633Z | Connection update   | Networking     | Voidpuddle 76561198057006321@steam disconnected from IP address 73.66.121.218. Last class: Spectator (Spectator)
