2023-03-08 04:56:54.222Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 05:12:12.513Z | Game Event          | Class change   | Player I AM STRANGLO (76561198049007127@steam) respawned as NtfSergeant.
2023-03-08 05:12:12.516Z | Game Event          | Class change   | Player Cake_ (76561198059487799@steam) respawned as NtfSergeant.
2023-03-08 05:12:12.519Z | Game Event          | Class change   | Player Affle (76561198027561465@steam) respawned as NtfSergeant.
2023-03-08 05:12:12.519Z | Game Event          | Class change   | RespawnManager has successfully spawned 4 players as NineTailedFox!
2023-03-08 05:13:39.867Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Chaos Insurgency Rifleman, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: Nine-Tailed Fox Sergeant. Specific death reason: Explosion. caused by I AM STRANGLO.
2023-03-08 05:13:41.147Z | Game Event          | Logger         | Round finished! Anomalies: 0 | Chaos: 0 | Facility Forces: 7 | D escaped percentage: 0 | S escaped percentage: : 0
2023-03-08 05:13:50.456Z | Teamkill            | Class change   | Affle (76561198027561465@steam), playing as Nine-Tailed Fox Sergeant, has been teamkilled by Cake_ (76561198059487799@steam) playing as: Nine-Tailed Fox Sergeant. Specific death reason: Shot by Cake_ with GunE11SR to the 'Headshot' hitbox..
2023-03-08 05:13:51.870Z | Teamkill            | Class change   | I AM STRANGLO (76561198049007127@steam), playing as Nine-Tailed Fox Sergeant, has been teamkilled by Cake_ (76561198059487799@steam) playing as: Nine-Tailed Fox Sergeant. Specific death reason: Shot by Cake_ with GunE11SR to the 'Headshot' hitbox..
2023-03-08 05:13:53.428Z | Connection update   | Networking     | Del Roo 76561198059412587@steam disconnected from IP address 174.80.111.156. Last class: NtfSergeant (Nine-Tailed Fox Sergeant)
2023-03-08 05:13:53.447Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: Spectator (Spectator)
2023-03-08 05:13:53.448Z | Connection update   | Networking     | [FERNO] 76561198040779291@steam disconnected from IP address 185.216.201.36. Last class: NtfSergeant (Nine-Tailed Fox Sergeant)
2023-03-08 05:13:53.448Z | Connection update   | Networking     | Cake_ 76561198059487799@steam disconnected from IP address 76.144.31.151. Last class: NtfSergeant (Nine-Tailed Fox Sergeant)
2023-03-08 05:13:53.580Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: NtfCaptain (Nine-Tailed Fox Captain)
2023-03-08 05:13:53.583Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: Spectator (Spectator)
2023-03-08 05:13:53.590Z | Connection update   | Networking     | ZorroStep 76561198849112755@steam disconnected from IP address 68.226.199.208. Last class: NtfCaptain (Nine-Tailed Fox Captain)
2023-03-08 05:13:53.592Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: Spectator (Spectator)
