2023-03-08 06:39:59.626Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 06:42:29.693Z | Remote Admin        | Class change   | Cake_ (76561198059487799@steam) changed role of player ZorroStep (76561198849112755@steam) to Overwatch.
2023-03-08 06:43:13.474Z | Remote Admin        | Class change   | I AM STRANGLO (76561198049007127@steam) changed role of player I AM STRANGLO (76561198049007127@steam) to SCP-079.
2023-03-08 06:45:05.909Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Facility Guard, has been killed by Affle (76561198027561465@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Affle) with Claw..
2023-03-08 06:45:07.769Z | Kill                | Class change   | SpectaKoo (76561198170133703@steam), playing as Facility Guard, has been killed by Affle (76561198027561465@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Affle) with Claw..
2023-03-08 06:48:42.296Z | Game Event          | Class change   | Player SpectaKoo (76561198170133703@steam) respawned as NtfCaptain.
2023-03-08 06:48:42.298Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as NtfSergeant.
2023-03-08 06:48:42.298Z | Game Event          | Class change   | RespawnManager has successfully spawned 2 players as NineTailedFox!
2023-03-08 06:52:43.127Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Nine-Tailed Fox Sergeant, has been killed by Affle (76561198027561465@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Affle) with LungeTarget..
2023-03-08 06:52:49.544Z | Kill                | Class change   | Cole (76561198069178724@steam), playing as Class-D Personnel, has been killed by [FERNO] (76561198040779291@steam) playing as: Nine-Tailed Fox Specialist. Specific death reason: Shot by [FERNO] with GunE11SR to the 'Headshot' hitbox..
2023-03-08 06:52:57.665Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as ChaosRifleman.
2023-03-08 06:52:57.667Z | Game Event          | Class change   | Player Cole (76561198069178724@steam) respawned as ChaosRifleman.
2023-03-08 06:52:57.667Z | Game Event          | Class change   | RespawnManager has successfully spawned 2 players as ChaosInsurgency!
2023-03-08 06:53:05.110Z | Kill                | Class change   | SpectaKoo (76561198170133703@steam), playing as Nine-Tailed Fox Captain, has been killed by Affle (76561198027561465@steam) playing as: SCP-939. Specific death reason: Killed by SCP-939 (Affle) with Claw..
2023-03-08 06:53:24.135Z | Kill                | Class change   | [FERNO] (76561198040779291@steam), playing as Nine-Tailed Fox Specialist, has been killed by Cole (76561198069178724@steam) playing as: Chaos Insurgency Rifleman. Specific death reason: Shot by Cole with GunAK to the 'Body' hitbox..
2023-03-08 06:54:07.246Z | Game Event          | Logger         | Round finished! Anomalies: 2 | Chaos: 4 | Facility Forces: 0 | D escaped percentage: 0 | S escaped percentage: : 0
2023-03-08 06:54:13.241Z | Teamkill            | Class change   | Cole (76561198069178724@steam), playing as Chaos Insurgency Rifleman, has been teamkilled by Voidpuddle (76561198057006321@steam) playing as: Chaos Insurgency Conscript. Specific death reason: Shot by Voidpuddle with GunAK to the 'Body' hitbox..
2023-03-08 06:54:15.518Z | Teamkill            | Class change   | Asmosnos (76561198129048837@steam), playing as Chaos Insurgency Rifleman, has been teamkilled by Voidpuddle (76561198057006321@steam) playing as: Chaos Insurgency Conscript. Specific death reason: Shot by Voidpuddle with GunAK to the 'Body' hitbox..
2023-03-08 06:54:19.559Z | Connection update   | Networking     | [FERNO] 76561198040779291@steam disconnected from IP address 185.216.201.36. Last class: Spectator (Spectator)
2023-03-08 06:54:19.567Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: Spectator (Spectator)
2023-03-08 06:54:19.570Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: Scp939 (SCP-939)
2023-03-08 06:54:19.639Z | Connection update   | Networking     | Voidpuddle 76561198057006321@steam disconnected from IP address 73.66.121.218. Last class: ChaosConscript (Chaos Insurgency Conscript)
2023-03-08 06:54:19.671Z | Connection update   | Networking     | SpectaKoo 76561198170133703@steam disconnected from IP address 134.114.223.254. Last class: Spectator (Spectator)
2023-03-08 06:54:19.673Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: Spectator (Spectator)
2023-03-08 06:54:19.678Z | Connection update   | Networking     | Cake_ 76561198059487799@steam disconnected from IP address 76.144.31.151. Last class: ChaosConscript (Chaos Insurgency Conscript)
2023-03-08 06:54:19.728Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: Scp079 (SCP-079)
2023-03-08 06:54:19.747Z | Connection update   | Networking     | ZorroStep 76561198849112755@steam disconnected from IP address 68.226.199.208. Last class: Overwatch (Overwatch)
