2023-03-08 03:55:53.908Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 03:56:32.623Z | Connection update   | Networking     | 76561198849112755@steam authenticated from endpoint 68.226.199.208:49461. Player ID assigned: 15. Auth token serial number: UQPwfntmkFlEnqct
2023-03-08 03:56:32.874Z | Connection update   | Networking     | Nickname of 76561198849112755@steam is now ZorroStep.
2023-03-08 03:56:55.571Z | Game Event          | Logger         | Round has been started.
2023-03-08 04:01:42.787Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Class-D Personnel, has been killed by Cole (76561198069178724@steam) playing as: Scientist. Specific death reason: Explosion. caused by Cole.
2023-03-08 04:02:12.422Z | Kill                | Class change   | Holo (76561198211651404@steam), playing as Class-D Personnel, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (I AM STRANGLO)..
2023-03-08 04:02:14.095Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Class-D Personnel, has been killed by Del Roo (76561198059412587@steam) playing as: SCP-173. Specific death reason: Died to SCP (Del Roo, Scp173).
2023-03-08 04:05:20.053Z | Game Event          | Class change   | Player Affle (76561198027561465@steam) respawned as NtfCaptain.
2023-03-08 04:05:20.056Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as NtfSergeant.
2023-03-08 04:05:20.056Z | Game Event          | Class change   | RespawnManager has successfully spawned 2 players as NineTailedFox!
2023-03-08 04:08:21.536Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Nine-Tailed Fox Captain, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (I AM STRANGLO)..
2023-03-08 04:08:30.399Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Nine-Tailed Fox Sergeant, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Died to a heart-attack forced by SCP-049 (I AM STRANGLO)..
2023-03-08 04:09:46.338Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as Facility Guard, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (I AM STRANGLO)..
2023-03-08 04:10:05.570Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as NtfCaptain.
2023-03-08 04:10:05.570Z | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as NineTailedFox!
2023-03-08 04:10:09.224Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as SCP-049-2, has been killed by Cake_ (76561198059487799@steam) playing as: Facility Guard. Specific death reason: Explosion. caused by Cake_.
2023-03-08 04:10:10.600Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Nine-Tailed Fox Captain, has been killed by Holo (76561198211651404@steam) playing as: SCP-049-2. Specific death reason: Terminated by an instance of SCP-049-2 (Holo)..
2023-03-08 04:10:24.768Z | Kill                | Class change   | Cake_ (76561198059487799@steam), playing as Facility Guard, has been killed by Del Roo (76561198059412587@steam) playing as: SCP-173. Specific death reason: Died to SCP (Del Roo, Scp173).
2023-03-08 04:10:41.523Z | Kill                | Class change   | Holo (76561198211651404@steam), playing as SCP-049-2, has been killed by Cole (76561198069178724@steam) playing as: Nine-Tailed Fox Specialist. Specific death reason: Shot by Cole with GunE11SR to the 'Body' hitbox..
2023-03-08 04:11:56.129Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as SCP-049-2, has been killed by ripley (76561199073038986@steam) playing as: Nine-Tailed Fox Specialist. Specific death reason: Shot by ripley with GunE11SR to the 'Body' hitbox..
2023-03-08 04:12:20.722Z | Kill                | Class change   | Cake_ (76561198059487799@steam), playing as SCP-049-2, has been killed by Cole (76561198069178724@steam) playing as: Nine-Tailed Fox Specialist. Specific death reason: Shot by Cole with GunCrossvec to the 'Body' hitbox..
2023-03-08 04:14:19.906Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as SCP-173, has been killed by Cole (76561198069178724@steam) playing as: Nine-Tailed Fox Specialist. Specific death reason: Shot by Cole with GunCrossvec to the 'Body' hitbox..
2023-03-08 04:14:40.527Z | Game Event          | Class change   | Player Holo (76561198211651404@steam) respawned as NtfCaptain.
2023-03-08 04:14:40.530Z | Game Event          | Class change   | Player Asmosnos (76561198129048837@steam) respawned as NtfSergeant.
2023-03-08 04:14:40.533Z | Game Event          | Class change   | Player ZorroStep (76561198849112755@steam) respawned as NtfSergeant.
2023-03-08 04:14:40.535Z | Game Event          | Class change   | Player Del Roo (76561198059412587@steam) respawned as NtfSergeant.
2023-03-08 04:14:40.538Z | Game Event          | Class change   | Player Cake_ (76561198059487799@steam) respawned as NtfPrivate.
2023-03-08 04:14:40.538Z | Game Event          | Class change   | RespawnManager has successfully spawned 5 players as NineTailedFox!
2023-03-08 04:14:59.148Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as SCP-049-2, has been killed by Del Roo (76561198059412587@steam) playing as: Nine-Tailed Fox Sergeant. Specific death reason: Shot by Del Roo with GunE11SR to the 'Headshot' hitbox..
2023-03-08 04:18:36.944Z | Game Event          | Class change   | Player Affle (76561198027561465@steam) respawned as NtfCaptain.
2023-03-08 04:18:36.944Z | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as NineTailedFox!
2023-03-08 04:18:50.778Z | Kill                | Class change   | Asmosnos (76561198129048837@steam), playing as Nine-Tailed Fox Sergeant, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (I AM STRANGLO)..
2023-03-08 04:18:52.320Z | Kill                | Class change   | Cake_ (76561198059487799@steam), playing as Nine-Tailed Fox Private, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (I AM STRANGLO)..
2023-03-08 04:18:59.253Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as Nine-Tailed Fox Sergeant, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (I AM STRANGLO)..
2023-03-08 04:19:08.657Z | Suicide             | Class change   | Affle (76561198027561465@steam), playing as Nine-Tailed Fox Captain, has commited suicide. Specific death reason: Explosion. caused by Affle.
2023-03-08 04:19:08.664Z | Teamkill            | Class change   | ripley (76561199073038986@steam), playing as Nine-Tailed Fox Specialist, has been teamkilled by Affle (76561198027561465@steam) playing as: Nine-Tailed Fox Captain. Specific death reason: Explosion. caused by Affle.
2023-03-08 04:19:13.211Z | Kill                | Class change   | Cole (76561198069178724@steam), playing as Nine-Tailed Fox Specialist, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Died to a heart-attack forced by SCP-049 (I AM STRANGLO)..
2023-03-08 04:19:59.895Z | Kill                | Class change   | ZorroStep (76561198849112755@steam), playing as SCP-049-2, has been killed by Del Roo (76561198059412587@steam) playing as: Nine-Tailed Fox Sergeant. Specific death reason: Shot by Del Roo with GunE11SR to the 'Body' hitbox..
2023-03-08 04:20:03.822Z | Kill                | Class change   | Del Roo (76561198059412587@steam), playing as Nine-Tailed Fox Sergeant, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (I AM STRANGLO)..
2023-03-08 04:20:27.619Z | Kill                | Class change   | Holo (76561198211651404@steam), playing as Nine-Tailed Fox Captain, has been killed by I AM STRANGLO (76561198049007127@steam) playing as: SCP-049. Specific death reason: Died to a heart-attack forced by SCP-049 (I AM STRANGLO)..
2023-03-08 04:20:27.806Z | Game Event          | Logger         | Round finished! Anomalies: 2 | Chaos: 0 | Facility Forces: 0 | D escaped percentage: 0 | S escaped percentage: : 1
2023-03-08 04:20:40.043Z | Connection update   | Networking     | ZorroStep 76561198849112755@steam disconnected from IP address 68.226.199.208. Last class: Spectator (Spectator)
2023-03-08 04:20:40.179Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: Spectator (Spectator)
2023-03-08 04:20:40.184Z | Connection update   | Networking     | Holo 76561198211651404@steam disconnected from IP address 162.250.131.76. Last class: Spectator (Spectator)
2023-03-08 04:20:40.186Z | Connection update   | Networking     | ripley 76561199073038986@steam disconnected from IP address 47.227.158.0. Last class: Spectator (Spectator)
2023-03-08 04:20:40.190Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: Spectator (Spectator)
2023-03-08 04:20:40.199Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: Scp049 (SCP-049)
2023-03-08 04:20:40.201Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: Spectator (Spectator)
2023-03-08 04:20:40.208Z | Connection update   | Networking     | Del Roo 76561198059412587@steam disconnected from IP address 174.80.111.156. Last class: Scp0492 (SCP-049-2)
2023-03-08 04:20:40.232Z | Connection update   | Networking     | Cake_ 76561198059487799@steam disconnected from IP address 76.144.31.151. Last class: Spectator (Spectator)
