2023-03-08 08:07:09.362Z | Internal            | Logger         | Started logging. Game version: 12.0.2, private beta: NO.
2023-03-08 08:07:27.070Z | Connection update   | Networking     | Nickname of 76561198129048837@steam is now Asmosnos.
2023-03-08 08:07:27.071Z | Connection update   | Networking     | Player [connId=8] (CharacterClassManager)) connected from IP 68.59.76.46 sent Do Not Track signal.
2023-03-08 08:08:08.694Z | Game Event          | Logger         | Round has been started.
2023-03-08 08:10:34.678Z | Kill                | Class change   | Cake_ (76561198059487799@steam), playing as Class-D Personnel, has been killed by Asmosnos (76561198129048837@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (Asmosnos)..
2023-03-08 08:12:19.552Z | Kill                | Class change   | I AM STRANGLO (76561198049007127@steam), playing as Class-D Personnel, has been killed by Affle (76561198027561465@steam) playing as: Facility Guard. Specific death reason: Shot by Affle with GunFSP9 to the 'Body' hitbox..
2023-03-08 08:12:24.744Z | Kill                | Class change   | Cole (76561198069178724@steam), playing as Scientist, has been killed by Asmosnos (76561198129048837@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (Asmosnos)..
2023-03-08 08:12:30.401Z | Kill                | Class change   | SpectaKoo (76561198170133703@steam), playing as Class-D Personnel, has been killed by Affle (76561198027561465@steam) playing as: Facility Guard. Specific death reason: Shot by Affle with GunFSP9 to the 'Headshot' hitbox..
2023-03-08 08:12:44.560Z | Kill                | Class change   | Affle (76561198027561465@steam), playing as Facility Guard, has been killed by Asmosnos (76561198129048837@steam) playing as: SCP-049. Specific death reason: Killed directly by SCP-049 (Asmosnos)..
2023-03-08 08:12:45.020Z | Kill                | Class change   | [FERNO] (76561198040779291@steam), playing as Facility Guard, has died. Specific death reason: Decayed in the Pocket Dimension..
2023-03-08 08:12:46.992Z | Game Event          | Logger         | Round finished! Anomalies: 4 | Chaos: 0 | Facility Forces: 0 | D escaped percentage: 0 | S escaped percentage: : 0
2023-03-08 08:12:59.230Z | Connection update   | Networking     | I AM STRANGLO 76561198049007127@steam disconnected from IP address 65.99.39.41. Last class: Spectator (Spectator)
2023-03-08 08:12:59.232Z | Connection update   | Networking     | Cake_ 76561198059487799@steam disconnected from IP address 76.144.31.151. Last class: Scp0492 (SCP-049-2)
2023-03-08 08:12:59.234Z | Connection update   | Networking     | SpectaKoo 76561198170133703@steam disconnected from IP address 134.114.223.254. Last class: Spectator (Spectator)
2023-03-08 08:12:59.237Z | Connection update   | Networking     | Affle 76561198027561465@steam disconnected from IP address 162.157.85.208. Last class: Scp0492 (SCP-049-2)
2023-03-08 08:12:59.239Z | Connection update   | Networking     | Voidpuddle 76561198057006321@steam disconnected from IP address 73.66.121.218. Last class: Scp106 (SCP-106)
2023-03-08 08:12:59.240Z | Connection update   | Networking     | [FERNO] 76561198040779291@steam disconnected from IP address 185.216.201.36. Last class: Spectator (Spectator)
2023-03-08 08:12:59.276Z | Connection update   | Networking     | Cole 76561198069178724@steam disconnected from IP address 73.220.221.251. Last class: Scp0492 (SCP-049-2)
2023-03-08 08:12:59.276Z | Connection update   | Networking     | Asmosnos 76561198129048837@steam disconnected from IP address 68.59.76.46. Last class: Scp049 (SCP-049)
